[12:41:55.998] Namespace(root_path='../data/ACDC', volume_path='../data/ACDC/test', n_skip=1, z_spacing=10, dataset='ACDC', list_dir='./lists/lists_ACDC', num_classes=4, output_dir='./model_out_acdc', max_iterations=30000, max_epochs=150, batch_size=24, n_gpu=1, deterministic=1, base_lr=0.0001, img_size=224, seed=1234, cfg='configs/swin_tiny_patch4_window7_224_lite.yaml', opts=None, zip=False, cache_mode='part', resume=None, accumulation_steps=None, use_checkpoint=False, amp_opt_level='O1', tag=None, eval=False, throughput=False)
[12:41:56.005] 55 iterations per epoch. 8250 max iterations 
[12:42:00.184] iteration 1 : loss : 1.250152, lr_: 0.000100
[12:56:25.828] iteration 2227 : loss : 0.022748, lr_: 0.000075
[12:56:26.035] iteration 2228 : loss : 0.026077, lr_: 0.000075
[12:56:26.244] iteration 2229 : loss : 0.027142, lr_: 0.000075
[12:56:26.452] iteration 2230 : loss : 0.026409, lr_: 0.000075
[12:56:26.659] iteration 2231 : loss : 0.027417, lr_: 0.000075
[12:56:26.874] iteration 2232 : loss : 0.021715, lr_: 0.000075
[12:56:27.083] iteration 2233 : loss : 0.024730, lr_: 0.000075
[12:56:27.291] iteration 2234 : loss : 0.026368, lr_: 0.000075
[12:56:27.501] iteration 2235 : loss : 0.022197, lr_: 0.000075
[12:56:27.709] iteration 2236 : loss : 0.025512, lr_: 0.000075
[12:56:27.917] iteration 2237 : loss : 0.026287, lr_: 0.000075
[12:56:28.127] iteration 2238 : loss : 0.026431, lr_: 0.000075
[12:56:28.335] iteration 2239 : loss : 0.022342, lr_: 0.000075
[12:56:28.541] iteration 2240 : loss : 0.025557, lr_: 0.000075
[12:56:28.773] iteration 2241 : loss : 0.024489, lr_: 0.000075
[12:56:28.979] iteration 2242 : loss : 0.023909, lr_: 0.000075
[12:56:29.186] iteration 2243 : loss : 0.025513, lr_: 0.000075
[12:56:29.393] iteration 2244 : loss : 0.023092, lr_: 0.000075
[12:56:29.601] iteration 2245 : loss : 0.023460, lr_: 0.000075
[12:56:29.808] iteration 2246 : loss : 0.025915, lr_: 0.000075
[12:56:30.015] iteration 2247 : loss : 0.021383, lr_: 0.000075
[12:56:30.222] iteration 2248 : loss : 0.034436, lr_: 0.000075
[12:56:30.430] iteration 2249 : loss : 0.026057, lr_: 0.000075
[12:56:30.637] iteration 2250 : loss : 0.023862, lr_: 0.000075
[12:56:30.844] iteration 2251 : loss : 0.022257, lr_: 0.000075
[12:56:31.051] iteration 2252 : loss : 0.024420, lr_: 0.000075
[12:56:31.259] iteration 2253 : loss : 0.023139, lr_: 0.000075
[12:56:31.466] iteration 2254 : loss : 0.020794, lr_: 0.000075
[12:56:31.557] iteration 2255 : loss : 0.025194, lr_: 0.000075
[12:56:31.602] 
Validation ===>
[12:56:36.985] avg_dsc: 0.843530
[12:56:37.243] save model to ./model_out_acdc/epoch=40_lr=0.0001_avg_dcs=0.8435_avg_hd=1.6858.pth
[12:56:37.244] 40 test iterations per epoch
[12:56:37.832] idx 0 case case_002_volume_ED.npz mean_dice 0.909724 mean_hd95 1.000000
[12:56:38.416] idx 1 case case_002_volume_ES.npz mean_dice 0.857043 mean_hd95 1.333333
[12:56:38.987] idx 2 case case_003_volume_ED.npz mean_dice 0.924226 mean_hd95 1.000000
[12:56:39.578] idx 3 case case_003_volume_ES.npz mean_dice 0.919601 mean_hd95 1.000000
[12:56:40.141] idx 4 case case_008_volume_ED.npz mean_dice 0.931911 mean_hd95 1.000000
[12:56:40.684] idx 5 case case_008_volume_ES.npz mean_dice 0.907421 mean_hd95 1.138071
[12:56:41.277] idx 6 case case_009_volume_ED.npz mean_dice 0.896808 mean_hd95 4.975553
[12:56:41.851] idx 7 case case_009_volume_ES.npz mean_dice 0.825744 mean_hd95 6.758556
[12:56:42.413] idx 8 case case_012_volume_ED.npz mean_dice 0.874544 mean_hd95 1.000000
[12:56:42.967] idx 9 case case_012_volume_ES.npz mean_dice 0.794942 mean_hd95 2.041035
[12:56:43.574] idx 10 case case_014_volume_ED.npz mean_dice 0.907799 mean_hd95 1.000000
[12:56:44.157] idx 11 case case_014_volume_ES.npz mean_dice 0.928534 mean_hd95 1.000000
[12:56:44.702] idx 12 case case_017_volume_ED.npz mean_dice 0.903306 mean_hd95 1.138071
[12:56:45.246] idx 13 case case_017_volume_ES.npz mean_dice 0.927175 mean_hd95 1.000000
[12:56:45.722] idx 14 case case_024_volume_ED.npz mean_dice 0.929542 mean_hd95 1.000000
[12:56:46.170] idx 15 case case_024_volume_ES.npz mean_dice 0.903985 mean_hd95 1.000000
[12:56:46.678] idx 16 case case_042_volume_ED.npz mean_dice 0.899165 mean_hd95 1.000000
[12:56:47.165] idx 17 case case_042_volume_ES.npz mean_dice 0.859312 mean_hd95 1.138071
[12:56:47.620] idx 18 case case_048_volume_ED.npz mean_dice 0.892478 mean_hd95 1.000000
[12:56:48.108] idx 19 case case_048_volume_ES.npz mean_dice 0.859853 mean_hd95 1.412023
[12:56:48.520] idx 20 case case_049_volume_ED.npz mean_dice 0.849808 mean_hd95 2.939113
[12:56:48.926] idx 21 case case_049_volume_ES.npz mean_dice 0.837948 mean_hd95 4.128346
[12:56:49.350] idx 22 case case_053_volume_ED.npz mean_dice 0.931909 mean_hd95 1.000000
[12:56:49.762] idx 23 case case_053_volume_ES.npz mean_dice 0.906165 mean_hd95 1.000000
[12:56:50.287] idx 24 case case_055_volume_ED.npz mean_dice 0.904798 mean_hd95 1.000000
[12:56:50.794] idx 25 case case_055_volume_ES.npz mean_dice 0.854770 mean_hd95 1.412023
[12:56:51.361] idx 26 case case_064_volume_ED.npz mean_dice 0.930064 mean_hd95 1.138071
[12:56:51.929] idx 27 case case_064_volume_ES.npz mean_dice 0.905710 mean_hd95 1.244017
[12:56:52.526] idx 28 case case_067_volume_ED.npz mean_dice 0.899265 mean_hd95 1.000000
[12:56:53.096] idx 29 case case_067_volume_ES.npz mean_dice 0.884946 mean_hd95 1.138071
[12:56:53.613] idx 30 case case_079_volume_ED.npz mean_dice 0.938833 mean_hd95 1.000000
[12:56:54.116] idx 31 case case_079_volume_ES.npz mean_dice 0.899017 mean_hd95 1.138071
[12:56:55.158] idx 32 case case_081_volume_ED.npz mean_dice 0.912063 mean_hd95 1.138071
[12:56:56.197] idx 33 case case_081_volume_ES.npz mean_dice 0.883041 mean_hd95 1.244017
[12:56:57.137] idx 34 case case_088_volume_ED.npz mean_dice 0.910889 mean_hd95 1.000000
[12:56:58.051] idx 35 case case_088_volume_ES.npz mean_dice 0.845842 mean_hd95 1.804738
[12:56:58.912] idx 36 case case_092_volume_ED.npz mean_dice 0.903906 mean_hd95 1.471405
[12:56:59.813] idx 37 case case_092_volume_ES.npz mean_dice 0.864302 mean_hd95 2.138071
[12:57:00.633] idx 38 case case_095_volume_ED.npz mean_dice 0.930526 mean_hd95 1.000000
[12:57:01.450] idx 39 case case_095_volume_ES.npz mean_dice 0.878287 mean_hd95 1.885618
[12:57:01.452] Mean class 1 mean_dice 0.872174 mean_hd95 2.455432
[12:57:01.452] Mean class 2 mean_dice 0.865709 mean_hd95 1.072487
[12:57:01.452] Mean class 3 mean_dice 0.941507 mean_hd95 1.103657
[12:57:01.452] Testing performance in best val model: mean_dice : 0.893130 mean_hd95 : 1.543859
[12:57:01.453] Testing Finished!
[12:57:02.507] iteration 2256 : loss : 0.026916, lr_: 0.000075
[12:57:02.719] iteration 2257 : loss : 0.026573, lr_: 0.000075
[12:57:02.930] iteration 2258 : loss : 0.027659, lr_: 0.000075
[12:57:03.140] iteration 2259 : loss : 0.023355, lr_: 0.000075
[12:57:03.351] iteration 2260 : loss : 0.024107, lr_: 0.000075
[12:57:03.603] iteration 2261 : loss : 0.023571, lr_: 0.000075
[12:57:03.814] iteration 2262 : loss : 0.022832, lr_: 0.000075
[12:57:04.022] iteration 2263 : loss : 0.023032, lr_: 0.000075
[12:57:04.230] iteration 2264 : loss : 0.026395, lr_: 0.000075
[12:57:04.438] iteration 2265 : loss : 0.025883, lr_: 0.000075
[12:57:04.646] iteration 2266 : loss : 0.024301, lr_: 0.000075
[12:57:04.856] iteration 2267 : loss : 0.022844, lr_: 0.000075
[12:57:05.066] iteration 2268 : loss : 0.025056, lr_: 0.000075
[12:57:05.274] iteration 2269 : loss : 0.029453, lr_: 0.000075
[12:57:05.481] iteration 2270 : loss : 0.023772, lr_: 0.000075
[12:57:05.689] iteration 2271 : loss : 0.021884, lr_: 0.000075
[12:57:05.897] iteration 2272 : loss : 0.023235, lr_: 0.000075
[12:57:06.104] iteration 2273 : loss : 0.026606, lr_: 0.000075
[12:57:06.313] iteration 2274 : loss : 0.025116, lr_: 0.000075
[12:57:06.521] iteration 2275 : loss : 0.028688, lr_: 0.000075
[12:57:06.728] iteration 2276 : loss : 0.026842, lr_: 0.000075
[12:57:06.936] iteration 2277 : loss : 0.024100, lr_: 0.000075
[12:57:07.145] iteration 2278 : loss : 0.025930, lr_: 0.000075
[12:57:07.354] iteration 2279 : loss : 0.023696, lr_: 0.000075
[12:57:07.566] iteration 2280 : loss : 0.025507, lr_: 0.000075
[12:57:07.804] iteration 2281 : loss : 0.025511, lr_: 0.000075
[12:57:08.013] iteration 2282 : loss : 0.025265, lr_: 0.000075
[12:57:08.221] iteration 2283 : loss : 0.025843, lr_: 0.000075
[12:57:08.431] iteration 2284 : loss : 0.023763, lr_: 0.000075
[12:57:08.638] iteration 2285 : loss : 0.028671, lr_: 0.000075
[12:57:08.845] iteration 2286 : loss : 0.024303, lr_: 0.000075
[12:57:09.055] iteration 2287 : loss : 0.046541, lr_: 0.000075
[12:57:09.263] iteration 2288 : loss : 0.028232, lr_: 0.000075
[12:57:09.473] iteration 2289 : loss : 0.027523, lr_: 0.000075
[12:57:09.681] iteration 2290 : loss : 0.029256, lr_: 0.000075
[12:57:09.889] iteration 2291 : loss : 0.022928, lr_: 0.000075
[12:57:10.096] iteration 2292 : loss : 0.026915, lr_: 0.000075
[12:57:10.304] iteration 2293 : loss : 0.023536, lr_: 0.000075
[12:57:10.511] iteration 2294 : loss : 0.026235, lr_: 0.000075
[12:57:10.718] iteration 2295 : loss : 0.025620, lr_: 0.000075
[12:57:10.924] iteration 2296 : loss : 0.026453, lr_: 0.000075
[12:57:11.131] iteration 2297 : loss : 0.023990, lr_: 0.000075
[12:57:11.338] iteration 2298 : loss : 0.030324, lr_: 0.000075
[12:57:11.546] iteration 2299 : loss : 0.026363, lr_: 0.000075
[12:57:11.753] iteration 2300 : loss : 0.024931, lr_: 0.000075
[12:57:11.991] iteration 2301 : loss : 0.028961, lr_: 0.000075
[12:57:12.198] iteration 2302 : loss : 0.035169, lr_: 0.000075
[12:57:12.405] iteration 2303 : loss : 0.023386, lr_: 0.000074
[12:57:12.611] iteration 2304 : loss : 0.024689, lr_: 0.000074
[12:57:12.819] iteration 2305 : loss : 0.025262, lr_: 0.000074
[12:57:13.026] iteration 2306 : loss : 0.025718, lr_: 0.000074
[12:57:13.239] iteration 2307 : loss : 0.026368, lr_: 0.000074
[12:57:13.455] iteration 2308 : loss : 0.026141, lr_: 0.000074
[12:57:13.663] iteration 2309 : loss : 0.022827, lr_: 0.000074
[12:57:13.753] iteration 2310 : loss : 0.023782, lr_: 0.000074
[12:57:13.803] 
Validation ===>
[12:57:19.408] avg_dsc: 0.843490
[12:57:20.289] iteration 2311 : loss : 0.022373, lr_: 0.000074
[12:57:20.505] iteration 2312 : loss : 0.024730, lr_: 0.000074
[12:57:20.832] iteration 2313 : loss : 0.023786, lr_: 0.000074
[12:57:21.039] iteration 2314 : loss : 0.022683, lr_: 0.000074
[12:57:21.248] iteration 2315 : loss : 0.023176, lr_: 0.000074
[12:57:21.455] iteration 2316 : loss : 0.020142, lr_: 0.000074
[12:57:21.663] iteration 2317 : loss : 0.023337, lr_: 0.000074
[12:57:21.870] iteration 2318 : loss : 0.027985, lr_: 0.000074
[12:57:22.077] iteration 2319 : loss : 0.023777, lr_: 0.000074
[12:57:22.284] iteration 2320 : loss : 0.022400, lr_: 0.000074
[12:57:22.528] iteration 2321 : loss : 0.021365, lr_: 0.000074
[12:57:22.736] iteration 2322 : loss : 0.022092, lr_: 0.000074
[12:57:22.944] iteration 2323 : loss : 0.022709, lr_: 0.000074
[12:57:23.154] iteration 2324 : loss : 0.025407, lr_: 0.000074
[12:57:23.362] iteration 2325 : loss : 0.021930, lr_: 0.000074
[12:57:23.569] iteration 2326 : loss : 0.026597, lr_: 0.000074
[12:57:23.776] iteration 2327 : loss : 0.023952, lr_: 0.000074
[12:57:23.985] iteration 2328 : loss : 0.022462, lr_: 0.000074
[12:57:24.192] iteration 2329 : loss : 0.021365, lr_: 0.000074
[12:57:24.400] iteration 2330 : loss : 0.019788, lr_: 0.000074
[12:57:24.608] iteration 2331 : loss : 0.020725, lr_: 0.000074
[12:57:24.815] iteration 2332 : loss : 0.021767, lr_: 0.000074
[12:57:25.023] iteration 2333 : loss : 0.030650, lr_: 0.000074
[12:57:25.230] iteration 2334 : loss : 0.023242, lr_: 0.000074
[12:57:25.438] iteration 2335 : loss : 0.024820, lr_: 0.000074
[12:57:25.645] iteration 2336 : loss : 0.022574, lr_: 0.000074
[12:57:25.853] iteration 2337 : loss : 0.023071, lr_: 0.000074
[12:57:26.063] iteration 2338 : loss : 0.026635, lr_: 0.000074
[12:57:26.274] iteration 2339 : loss : 0.024307, lr_: 0.000074
[12:57:26.483] iteration 2340 : loss : 0.023046, lr_: 0.000074
[12:57:26.727] iteration 2341 : loss : 0.022597, lr_: 0.000074
[12:57:26.941] iteration 2342 : loss : 0.025331, lr_: 0.000074
[12:57:27.149] iteration 2343 : loss : 0.025036, lr_: 0.000074
[12:57:27.357] iteration 2344 : loss : 0.026178, lr_: 0.000074
[12:57:27.566] iteration 2345 : loss : 0.025334, lr_: 0.000074
[12:57:27.776] iteration 2346 : loss : 0.023436, lr_: 0.000074
[12:57:27.985] iteration 2347 : loss : 0.022559, lr_: 0.000074
[12:57:28.195] iteration 2348 : loss : 0.026063, lr_: 0.000074
[12:57:28.402] iteration 2349 : loss : 0.024416, lr_: 0.000074
[12:57:28.610] iteration 2350 : loss : 0.025306, lr_: 0.000074
[12:57:28.817] iteration 2351 : loss : 0.027997, lr_: 0.000074
[12:57:29.025] iteration 2352 : loss : 0.026451, lr_: 0.000074
[12:57:29.232] iteration 2353 : loss : 0.020861, lr_: 0.000074
[12:57:29.439] iteration 2354 : loss : 0.026804, lr_: 0.000074
[12:57:29.646] iteration 2355 : loss : 0.038114, lr_: 0.000074
[12:57:29.854] iteration 2356 : loss : 0.025957, lr_: 0.000074
[12:57:30.061] iteration 2357 : loss : 0.024691, lr_: 0.000074
[12:57:30.268] iteration 2358 : loss : 0.022263, lr_: 0.000074
[12:57:30.476] iteration 2359 : loss : 0.026208, lr_: 0.000074
[12:57:30.682] iteration 2360 : loss : 0.027576, lr_: 0.000074
[12:57:30.923] iteration 2361 : loss : 0.025408, lr_: 0.000074
[12:57:31.130] iteration 2362 : loss : 0.023363, lr_: 0.000074
[12:57:31.337] iteration 2363 : loss : 0.025393, lr_: 0.000074
[12:57:31.545] iteration 2364 : loss : 0.029428, lr_: 0.000074
[12:57:31.635] iteration 2365 : loss : 0.020750, lr_: 0.000074
[12:57:31.683] 
Validation ===>
[12:57:37.054] avg_dsc: 0.832680
[12:57:37.936] iteration 2366 : loss : 0.024848, lr_: 0.000074
[12:57:38.144] iteration 2367 : loss : 0.050485, lr_: 0.000074
[12:57:38.351] iteration 2368 : loss : 0.026400, lr_: 0.000074
[12:57:38.560] iteration 2369 : loss : 0.027341, lr_: 0.000074
[12:57:38.767] iteration 2370 : loss : 0.026518, lr_: 0.000074
[12:57:38.976] iteration 2371 : loss : 0.030061, lr_: 0.000074
[12:57:39.184] iteration 2372 : loss : 0.028710, lr_: 0.000074
[12:57:39.395] iteration 2373 : loss : 0.023470, lr_: 0.000074
[12:57:39.602] iteration 2374 : loss : 0.024340, lr_: 0.000074
[12:57:39.810] iteration 2375 : loss : 0.028225, lr_: 0.000074
[12:57:40.019] iteration 2376 : loss : 0.034580, lr_: 0.000074
[12:57:40.226] iteration 2377 : loss : 0.023926, lr_: 0.000074
[12:57:40.435] iteration 2378 : loss : 0.039909, lr_: 0.000074
[12:57:40.642] iteration 2379 : loss : 0.025446, lr_: 0.000074
[12:57:40.853] iteration 2380 : loss : 0.023538, lr_: 0.000074
[12:57:41.092] iteration 2381 : loss : 0.028039, lr_: 0.000074
[12:57:41.301] iteration 2382 : loss : 0.030144, lr_: 0.000074
[12:57:41.510] iteration 2383 : loss : 0.023961, lr_: 0.000074
[12:57:41.721] iteration 2384 : loss : 0.024941, lr_: 0.000074
[12:57:41.930] iteration 2385 : loss : 0.024173, lr_: 0.000074
[12:57:42.138] iteration 2386 : loss : 0.024720, lr_: 0.000074
[12:57:42.346] iteration 2387 : loss : 0.027384, lr_: 0.000074
[12:57:42.555] iteration 2388 : loss : 0.021999, lr_: 0.000074
[12:57:42.762] iteration 2389 : loss : 0.023214, lr_: 0.000074
[12:57:42.970] iteration 2390 : loss : 0.024143, lr_: 0.000074
[12:57:43.179] iteration 2391 : loss : 0.028138, lr_: 0.000074
[12:57:43.386] iteration 2392 : loss : 0.027109, lr_: 0.000073
[12:57:43.594] iteration 2393 : loss : 0.025415, lr_: 0.000073
[12:57:43.804] iteration 2394 : loss : 0.022163, lr_: 0.000073
[12:57:44.012] iteration 2395 : loss : 0.030214, lr_: 0.000073
[12:57:44.220] iteration 2396 : loss : 0.027273, lr_: 0.000073
[12:57:44.427] iteration 2397 : loss : 0.026384, lr_: 0.000073
[12:57:44.635] iteration 2398 : loss : 0.026947, lr_: 0.000073
[12:57:44.843] iteration 2399 : loss : 0.023816, lr_: 0.000073
[12:57:45.054] iteration 2400 : loss : 0.040065, lr_: 0.000073
[12:57:45.289] iteration 2401 : loss : 0.030709, lr_: 0.000073
[12:57:45.498] iteration 2402 : loss : 0.030188, lr_: 0.000073
[12:57:45.707] iteration 2403 : loss : 0.048705, lr_: 0.000073
[12:57:45.914] iteration 2404 : loss : 0.023338, lr_: 0.000073
[12:57:46.122] iteration 2405 : loss : 0.039516, lr_: 0.000073
[12:57:46.329] iteration 2406 : loss : 0.041790, lr_: 0.000073
[12:57:46.539] iteration 2407 : loss : 0.029875, lr_: 0.000073
[12:57:46.746] iteration 2408 : loss : 0.030264, lr_: 0.000073
[12:57:46.953] iteration 2409 : loss : 0.035747, lr_: 0.000073
[12:57:47.160] iteration 2410 : loss : 0.037021, lr_: 0.000073
[12:57:47.367] iteration 2411 : loss : 0.026595, lr_: 0.000073
[12:57:47.573] iteration 2412 : loss : 0.038490, lr_: 0.000073
[12:57:47.781] iteration 2413 : loss : 0.035575, lr_: 0.000073
[12:57:47.987] iteration 2414 : loss : 0.035598, lr_: 0.000073
[12:57:48.195] iteration 2415 : loss : 0.029972, lr_: 0.000073
[12:57:48.401] iteration 2416 : loss : 0.028491, lr_: 0.000073
[12:57:48.609] iteration 2417 : loss : 0.034289, lr_: 0.000073
[12:57:48.816] iteration 2418 : loss : 0.031853, lr_: 0.000073
[12:57:49.024] iteration 2419 : loss : 0.027908, lr_: 0.000073
[12:57:49.117] iteration 2420 : loss : 0.030395, lr_: 0.000073
[12:57:49.202] 
Validation ===>
[12:57:54.780] avg_dsc: 0.818117
[12:57:55.699] iteration 2421 : loss : 0.024339, lr_: 0.000073
[12:57:55.909] iteration 2422 : loss : 0.030048, lr_: 0.000073
[12:57:56.116] iteration 2423 : loss : 0.028193, lr_: 0.000073
[12:57:56.324] iteration 2424 : loss : 0.028404, lr_: 0.000073
[12:57:56.532] iteration 2425 : loss : 0.027975, lr_: 0.000073
[12:57:56.740] iteration 2426 : loss : 0.030297, lr_: 0.000073
[12:57:56.950] iteration 2427 : loss : 0.030439, lr_: 0.000073
[12:57:57.158] iteration 2428 : loss : 0.026488, lr_: 0.000073
[12:57:57.365] iteration 2429 : loss : 0.024336, lr_: 0.000073
[12:57:57.573] iteration 2430 : loss : 0.023807, lr_: 0.000073
[12:57:57.780] iteration 2431 : loss : 0.026811, lr_: 0.000073
[12:57:57.991] iteration 2432 : loss : 0.033508, lr_: 0.000073
[12:57:58.204] iteration 2433 : loss : 0.026987, lr_: 0.000073
[12:57:58.413] iteration 2434 : loss : 0.027600, lr_: 0.000073
[12:57:58.623] iteration 2435 : loss : 0.027793, lr_: 0.000073
[12:57:58.831] iteration 2436 : loss : 0.027116, lr_: 0.000073
[12:57:59.038] iteration 2437 : loss : 0.024419, lr_: 0.000073
[12:57:59.246] iteration 2438 : loss : 0.024258, lr_: 0.000073
[12:57:59.458] iteration 2439 : loss : 0.025501, lr_: 0.000073
[12:57:59.666] iteration 2440 : loss : 0.023687, lr_: 0.000073
[12:57:59.910] iteration 2441 : loss : 0.023572, lr_: 0.000073
[12:58:00.119] iteration 2442 : loss : 0.027133, lr_: 0.000073
[12:58:00.327] iteration 2443 : loss : 0.024799, lr_: 0.000073
[12:58:00.534] iteration 2444 : loss : 0.023340, lr_: 0.000073
[12:58:00.743] iteration 2445 : loss : 0.025595, lr_: 0.000073
[12:58:00.955] iteration 2446 : loss : 0.025041, lr_: 0.000073
[12:58:01.168] iteration 2447 : loss : 0.023494, lr_: 0.000073
[12:58:01.375] iteration 2448 : loss : 0.038115, lr_: 0.000073
[12:58:01.583] iteration 2449 : loss : 0.022742, lr_: 0.000073
[12:58:01.793] iteration 2450 : loss : 0.042981, lr_: 0.000073
[12:58:02.004] iteration 2451 : loss : 0.028903, lr_: 0.000073
[12:58:02.212] iteration 2452 : loss : 0.027594, lr_: 0.000073
[12:58:02.424] iteration 2453 : loss : 0.022456, lr_: 0.000073
[12:58:02.635] iteration 2454 : loss : 0.029207, lr_: 0.000073
[12:58:02.846] iteration 2455 : loss : 0.025343, lr_: 0.000073
[12:58:03.054] iteration 2456 : loss : 0.024259, lr_: 0.000073
[12:58:03.264] iteration 2457 : loss : 0.036938, lr_: 0.000073
[12:58:03.475] iteration 2458 : loss : 0.024810, lr_: 0.000073
[12:58:03.684] iteration 2459 : loss : 0.024252, lr_: 0.000073
[12:58:03.891] iteration 2460 : loss : 0.023692, lr_: 0.000073
[12:58:04.131] iteration 2461 : loss : 0.034282, lr_: 0.000073
[12:58:04.339] iteration 2462 : loss : 0.023969, lr_: 0.000073
[12:58:04.547] iteration 2463 : loss : 0.024238, lr_: 0.000073
[12:58:04.755] iteration 2464 : loss : 0.023652, lr_: 0.000073
[12:58:04.963] iteration 2465 : loss : 0.031354, lr_: 0.000073
[12:58:05.170] iteration 2466 : loss : 0.028400, lr_: 0.000073
[12:58:05.378] iteration 2467 : loss : 0.024297, lr_: 0.000073
[12:58:05.586] iteration 2468 : loss : 0.022350, lr_: 0.000073
[12:58:05.793] iteration 2469 : loss : 0.030830, lr_: 0.000073
[12:58:06.001] iteration 2470 : loss : 0.025055, lr_: 0.000073
[12:58:06.209] iteration 2471 : loss : 0.029166, lr_: 0.000073
[12:58:06.416] iteration 2472 : loss : 0.023898, lr_: 0.000073
[12:58:06.625] iteration 2473 : loss : 0.026238, lr_: 0.000073
[12:58:06.832] iteration 2474 : loss : 0.028436, lr_: 0.000073
[12:58:06.925] iteration 2475 : loss : 0.023606, lr_: 0.000073
[12:58:06.968] 
Validation ===>
[12:58:12.499] avg_dsc: 0.805491
[12:58:13.360] iteration 2476 : loss : 0.023462, lr_: 0.000073
[12:58:13.572] iteration 2477 : loss : 0.025729, lr_: 0.000073
[12:58:13.780] iteration 2478 : loss : 0.028321, lr_: 0.000073
[12:58:13.988] iteration 2479 : loss : 0.023892, lr_: 0.000073
[12:58:14.196] iteration 2480 : loss : 0.023632, lr_: 0.000072
[12:58:14.442] iteration 2481 : loss : 0.024215, lr_: 0.000072
[12:58:14.651] iteration 2482 : loss : 0.026572, lr_: 0.000072
[12:58:14.858] iteration 2483 : loss : 0.026199, lr_: 0.000072
[12:58:15.066] iteration 2484 : loss : 0.025019, lr_: 0.000072
[12:58:15.274] iteration 2485 : loss : 0.027360, lr_: 0.000072
[12:58:15.483] iteration 2486 : loss : 0.023350, lr_: 0.000072
[12:58:15.691] iteration 2487 : loss : 0.023619, lr_: 0.000072
[12:58:15.903] iteration 2488 : loss : 0.026559, lr_: 0.000072
[12:58:16.110] iteration 2489 : loss : 0.022982, lr_: 0.000072
[12:58:16.318] iteration 2490 : loss : 0.027093, lr_: 0.000072
[12:58:16.527] iteration 2491 : loss : 0.019917, lr_: 0.000072
[12:58:16.735] iteration 2492 : loss : 0.025339, lr_: 0.000072
[12:58:16.943] iteration 2493 : loss : 0.023755, lr_: 0.000072
[12:58:17.150] iteration 2494 : loss : 0.021861, lr_: 0.000072
[12:58:17.358] iteration 2495 : loss : 0.023821, lr_: 0.000072
[12:58:17.567] iteration 2496 : loss : 0.025211, lr_: 0.000072
[12:58:17.775] iteration 2497 : loss : 0.023351, lr_: 0.000072
[12:58:17.984] iteration 2498 : loss : 0.026842, lr_: 0.000072
[12:58:18.192] iteration 2499 : loss : 0.024077, lr_: 0.000072
[12:58:18.403] iteration 2500 : loss : 0.024627, lr_: 0.000072
[12:58:18.655] iteration 2501 : loss : 0.020619, lr_: 0.000072
[12:58:18.863] iteration 2502 : loss : 0.025091, lr_: 0.000072
[12:58:19.072] iteration 2503 : loss : 0.021876, lr_: 0.000072
[12:58:19.282] iteration 2504 : loss : 0.024212, lr_: 0.000072
[12:58:19.490] iteration 2505 : loss : 0.027080, lr_: 0.000072
[12:58:19.698] iteration 2506 : loss : 0.022172, lr_: 0.000072
[12:58:19.908] iteration 2507 : loss : 0.022740, lr_: 0.000072
[12:58:20.116] iteration 2508 : loss : 0.019405, lr_: 0.000072
[12:58:20.325] iteration 2509 : loss : 0.029422, lr_: 0.000072
[12:58:20.536] iteration 2510 : loss : 0.022853, lr_: 0.000072
[12:58:20.743] iteration 2511 : loss : 0.024387, lr_: 0.000072
[12:58:20.951] iteration 2512 : loss : 0.023619, lr_: 0.000072
[12:58:21.159] iteration 2513 : loss : 0.031277, lr_: 0.000072
[12:58:21.366] iteration 2514 : loss : 0.022549, lr_: 0.000072
[12:58:21.573] iteration 2515 : loss : 0.021197, lr_: 0.000072
[12:58:21.781] iteration 2516 : loss : 0.021755, lr_: 0.000072
[12:58:21.988] iteration 2517 : loss : 0.023663, lr_: 0.000072
[12:58:22.194] iteration 2518 : loss : 0.020979, lr_: 0.000072
[12:58:22.401] iteration 2519 : loss : 0.022694, lr_: 0.000072
[12:58:22.608] iteration 2520 : loss : 0.021574, lr_: 0.000072
[12:58:22.850] iteration 2521 : loss : 0.023022, lr_: 0.000072
[12:58:23.057] iteration 2522 : loss : 0.021691, lr_: 0.000072
[12:58:23.263] iteration 2523 : loss : 0.022346, lr_: 0.000072
[12:58:23.471] iteration 2524 : loss : 0.024856, lr_: 0.000072
[12:58:23.678] iteration 2525 : loss : 0.023569, lr_: 0.000072
[12:58:23.886] iteration 2526 : loss : 0.024757, lr_: 0.000072
[12:58:24.094] iteration 2527 : loss : 0.033958, lr_: 0.000072
[12:58:24.301] iteration 2528 : loss : 0.025156, lr_: 0.000072
[12:58:24.509] iteration 2529 : loss : 0.027996, lr_: 0.000072
[12:58:24.601] iteration 2530 : loss : 0.022990, lr_: 0.000072
[12:58:24.647] 
Validation ===>
[12:58:30.176] avg_dsc: 0.835095
[12:58:31.087] iteration 2531 : loss : 0.026235, lr_: 0.000072
[12:58:31.296] iteration 2532 : loss : 0.020146, lr_: 0.000072
[12:58:31.505] iteration 2533 : loss : 0.026672, lr_: 0.000072
[12:58:31.714] iteration 2534 : loss : 0.026883, lr_: 0.000072
[12:58:31.923] iteration 2535 : loss : 0.034666, lr_: 0.000072
[12:58:32.131] iteration 2536 : loss : 0.029293, lr_: 0.000072
